"","code","deck_limit","faction_code","faction_cost","flavor","illustrator","influence_limit","keywords","minimum_deck_size","pack_code","position","quantity","side_code","stripped_text","stripped_title","text","title","type_code","uniqueness","base_link","cost","memory_cost","strength","advancement_cost","agenda_points","trash_cost"
"1722","25142",3,"neutral-corp",0,"It is just like the one you just bought, only better.","Kate Laird",NA,"Advertisement",NA,"sc19",142,3,"corp","When your turn begins, gain 1 credit.","PAD Campaign","When your turn begins, gain 1[credit].","PAD Campaign","asset",FALSE,NA,2,NA,NA,NA,NA,4
"1723","25143",3,"neutral-corp",0,"""Hey, hey! Wake up, man. You were under a long time. What'd you see?""
""I…don't remember.""","Liiga Smilshkalne",NA,"Code Gate",NA,"sc19",143,3,"corp","Subroutine The Runner loses click. Subroutine End the run.","Enigma","[subroutine] The Runner loses [click].
[subroutine] End the run.","Enigma","ice",FALSE,NA,3,NA,2,NA,NA,NA
"1724","25144",3,"neutral-corp",0,".//run/hunter-tr/return=true
client/sec256IPv7->confirm? /y
3926:0HB7:1001:2NB1:1601:7784:ERROR","Christina Davis",NA,"Sentry - Tracer - Observer",NA,"sc19",144,2,"corp","Subroutine Trace[3]. If successful, give the Runner 1 tag.","Hunter","[subroutine] Trace[3]. If successful, give the Runner 1 tag.","Hunter","ice",FALSE,NA,1,NA,4,NA,NA,NA
"1725","25145",3,"neutral-corp",0,"""There's nothing worse than seeing that beautiful blue ball of data just out of reach as your connection derezzes. I think they do it just to taunt us."" -Ele ""Smoke"" Scovak","Adam S. Doyle",NA,"Barrier",NA,"sc19",145,3,"corp","Subroutine End the run.","Wall of Static","[subroutine] End the run.","Wall of Static","ice",FALSE,NA,3,NA,3,NA,NA,NA
"1726","25146",3,"neutral-corp",0,"Hedge Fund. Noun. An ingenious device by which the rich get richer even while every other poor SOB is losing his shirt. -The Anarch's Dictionary, Volume Who's Counting?","Mark Molnar",NA,"Transaction",NA,"sc19",146,3,"corp","Gain 9 credits.","Hedge Fund","Gain 9[credit].","Hedge Fund","operation",FALSE,NA,5,NA,NA,NA,NA,NA
"1727","25147",3,"neutral-corp",0,NA,"Mark Molnar",NA,"Terminal - Transaction",NA,"sc19",147,2,"corp","After you resolve this operation, end your action phase. Gain 13 credits.","IPO","After you resolve this operation, end your action phase.
Gain 13[credit].","IPO","operation",FALSE,NA,8,NA,NA,NA,NA,NA
"1728","26001",3,"anarch",1,"With each passing day alone, Hoshiko found it harder to think. With each hour, the static grew louder.","Photo Tammy Gann/Unsplash & Deep Dream",NA,NA,NA,"df",1,3,"runner","As an additional cost to play this event, trash an installed resource. Gain 7 credits.","Isolation","As an additional cost to play this event, trash an installed resource.
Gain 7[credit].","Isolation","event",FALSE,NA,2,NA,NA,NA,NA,NA
"1729","26002",3,"anarch",2,"Step 1: Apply to Problem.
Step 2: No more Problem!","Olie Boldador",NA,"Console",NA,"df",2,3,"runner","+1 mu The trash cost of each Corp card is lowered by 1. The first time each turn you trash a Corp card, gain 1 credit. Limit 1 console per player.","Demolisher","+1[mu]
The trash cost of each Corp card is lowered by 1.
The first time each turn you trash a Corp card, gain 1[credit].
Limit 1 <strong>console</strong> per player.","Demolisher","hardware",TRUE,NA,4,NA,NA,NA,NA,NA
"1730","26003",3,"anarch",4,"*tap* *tap* *tap*","Krembler",NA,"Virus - Trojan",NA,"df",3,3,"runner","Install only on a piece of ice. Host ice gets -1 strength for each hosted virus counter. When you encounter host ice, if its strength is 0 or less, trash it. Otherwise, place 1 virus counter on this program.","Chisel","Install only on a piece of ice.
Host ice gets -1 strength for each hosted virus counter.
When you encounter host ice, if its strength is 0 or less, trash it. Otherwise, place 1 virus counter on this program.","Chisel","program",FALSE,NA,2,1,NA,NA,NA,NA
"1731","26004",3,"anarch",3,"""Net <em>space</em> is an abstraction, a white lie protecting fragile comprehensions. Do not limit yourself."" -z\h/r","Iain Fairclough",NA,NA,NA,"df",4,3,"runner","click: Run R&D. If successful, instead of breaching R&D, reveal the top 3 cards of R&D. Trash 1 of the revealed cards. Use this ability only once per turn.","Stargate","<strong>[click]:</strong> Run R&D. If successful, instead of breaching R&D, reveal the top 3 cards of R&D. Trash 1 of the revealed cards. Use this ability only once per turn.","Stargate","program",FALSE,NA,4,2,NA,NA,NA,NA
"1732","26005",3,"anarch",2,"Sing, sing as your heart desires!","McGregor T. Crowley",NA,"Icebreaker - Decoder",NA,"df",5,3,"runner","Interface -> X credits: Break X code gate subroutines. Use this ability only once per run. Interface -> 1 credit: Break 1 code gate subroutine. Use this ability only if you have 3 or more installed virtual resources. 1 credit: +1 strength.","Utae","Interface → <strong>X[credit]:</strong> Break X <strong>code gate</strong> subroutines. Use this ability only once per run.
Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine. Use this ability only if you have 3 or more installed <strong>virtual</strong> resources.
<strong>1[credit]:</strong> +1 strength.","Utae","program",FALSE,NA,2,1,1,NA,NA,NA
"1733","26006",3,"anarch",5,NA,"Diana Simonova (Antheia Vaulor)",NA,NA,NA,"df",6,3,"runner","When your turn begins, remove this resource from the game. Choose a server protected by ice. The Corp may trash 1 piece of ice protecting that server. If they do not, the first time this turn you breach either R&D or HQ, access 2 additional cards.","Climactic Showdown","When your turn begins, remove this resource from the game. Choose a server protected by ice. The Corp may trash 1 piece of ice protecting that server. If they do not, the first time this turn you breach either R&D or HQ, access 2 additional cards.","Climactic Showdown","resource",TRUE,NA,2,NA,NA,NA,NA,NA
"1734","26007",3,"anarch",1,"Friends break your walls.","Izzy Pruett",NA,"Companion - Virtual",NA,"df",7,3,"runner","When your turn begins or you steal an agenda, place 1 credit on this resource. Whenever you make a successful run, you may spend hosted credits for the remainder of that run. When your turn ends, if there are 3 or more hosted credits, you must pay 1 credit or trash this resource.","Fencer Fueno","When your turn begins or you steal an agenda, place 1[credit] on this resource.
Whenever you make a successful run, you may spend hosted credits for the remainder of that run.
When your turn ends, if there are 3 or more hosted credits, you must pay 1[credit] or trash this resource.","Fencer Fueno","resource",TRUE,NA,0,NA,NA,NA,NA,NA
"1735","26008",3,"anarch",5,"""...well, <em>I'm</em> laughing.""","Wyn Lacabra",NA,"Connection - Seedy",NA,"df",8,3,"runner","The first time each turn you install a virus program, place 2 virus counters on this resource. When your turn begins, you may remove any 2 virus counters from your installed cards. If you do, draw 2 cards unless the Corp trashes the top card of R&D.","The Nihilist","The first time each turn you install a <strong>virus</strong> program, place 2 virus counters on this resource.
When your turn begins, you may remove any 2 virus counters from your installed cards. If you do, draw 2 cards unless the Corp trashes the top card of R&D.","The Nihilist","resource",TRUE,NA,4,NA,NA,NA,NA,NA
"1736","26009",3,"anarch",3,"Friends hide your fears.","Izzy Pruett",NA,"Stealth - Companion - Virtual",NA,"df",9,3,"runner","When your turn begins or you steal an agenda, place 1 credit on this resource. Spend hosted credits to use programs during runs. When your turn ends, if there are 3 or more hosted credits, you must take 1 tag or trash this resource.","Trickster Taka","When your turn begins or you steal an agenda, place 1[credit] on this resource.
Spend hosted credits to use programs during runs.
When your turn ends, if there are 3 or more hosted credits, you must take 1 tag or trash this resource.","Trickster Taka","resource",TRUE,NA,1,NA,NA,NA,NA,NA
"1737","26010",1,"criminal",0,"""You're not listening.""","Luminita Pham",15,"Cyborg",45,"df",10,1,"runner","The first job resource, connection resource, or piece of hardware you install each turn costs 1 credit less to install.","Az McCaffrey: Mechanical Prodigy","The first <strong>job</strong> resource, <strong>connection</strong> resource, or piece of hardware you install each turn costs 1[credit] less to install.","Az McCaffrey: Mechanical Prodigy","identity",FALSE,1,NA,NA,NA,NA,NA,NA
"1738","26011",3,"criminal",3,"""Everyone told me she was reliable in a pinch.""
 -Az McCaffrey","Olie Boldador",NA,"Run",NA,"df",11,3,"runner","Run any server. When that run ends, if it was unsuccessful, you may run that server again, ignoring any additional costs to run. During the second run, when you encounter the last ice you encountered in the first run, bypass it.","Always Have a Backup Plan","Run any server. When that run ends, if it was unsuccessful, you may run that server again, ignoring any additional costs to run. During the second run, when you encounter the last ice you encountered in the first run, bypass it.","Always Have a Backup Plan","event",FALSE,NA,2,NA,NA,NA,NA,NA
"1739","26012",3,"criminal",2,"Blue flames burn the hottest!","Patrick Burk",NA,NA,NA,"df",12,3,"runner","Look at the top 2 cards of your stack. You may add 1 of those cards to the bottom of your stack. Draw 2 cards.","Blueberry! Diesel","Look at the top 2 cards of your stack. You may add 1 of those cards to the bottom of your stack. Draw 2 cards.","Blueberry!™ Diesel","event",FALSE,NA,0,NA,NA,NA,NA,NA
"1740","26013",3,"criminal",1,"BMI switches let runners surface without a true disconnect. Handy for a break... immediately.","Krembler",NA,NA,NA,"df",13,3,"runner","You cannot use this hardware during the Corp's turn. trash: Jack out. trash: Remove 1 tag. Interrupt -> trash: Reduce the base trace strength of a trace to 0.","Flip Switch","You cannot use this hardware during the Corp's turn.
[trash]<strong>:</strong> Jack out.
[trash]<strong>:</strong> Remove 1 tag.
[interrupt] → [trash]<strong>:</strong> Reduce the base trace strength of a trace to 0.","Flip Switch","hardware",FALSE,NA,1,NA,NA,NA,NA,NA
"1741","26014",3,"criminal",2,"Want to win a coinflip? Use a coin with two heads.","Elizaveta Sokolova",NA,NA,NA,"df",14,3,"runner","Remove this hardware from the game: Prevent a Corp card ability from ending the run. Use this ability only if you made a successful run on HQ this turn.","Lucky Charm","<strong>Remove this hardware from the game:</strong> Prevent a Corp card ability from ending the run. Use this ability only if you made a successful run on HQ this turn.","Lucky Charm","hardware",TRUE,NA,1,NA,NA,NA,NA,NA
"1742","26015",3,"criminal",4,"v35: Springs to the mount ejectors (new feature)
v36: Reduced power to springs (x5)","Olie Boldador",NA,"Console",NA,"df",15,3,"runner","+1 mu The first time each turn you install a piece of hardware, draw 1 card. Whenever a run begins, you may install a piece of hardware, paying 1 credit more. Limit 1 console per player.","Masterwork (v37)","+1[mu]
The first time each turn you install a piece of hardware, draw 1 card.
Whenever a run begins, you may install a piece of hardware, paying 1[credit] more.
Limit 1 <strong>console</strong> per player.","Masterwork (v37)","hardware",TRUE,NA,2,NA,NA,NA,NA,NA
"1743","26016",3,"criminal",4,"""Do the job. Get paid. Leave feelings at the door."" -""Baklan"" Bochkin","Iain Fairclough",NA,"Icebreaker - Killer",NA,"df",16,3,"runner","Interface -> 1 credit: Break 1 sentry subroutine. 1 credit: +1 strength. The first time each turn this program fully breaks a piece of ice, gain 2 credits.","Bukhgalter","Interface → <strong>1[credit]:</strong> Break 1 <strong>sentry</strong> subroutine.
<strong>1[credit]:</strong> +1 strength.
The first time each turn this program fully breaks a piece of ice, gain 2[credit].","Bukhgalter","program",FALSE,NA,3,1,1,NA,NA,NA
"1744","26017",3,"criminal",3,"""Psh, let them gossip. The cat knows whose meat it has eaten."" -""Baklan"" Bochkin","Janet Bruesselbach",NA,"Connection",NA,"df",17,3,"runner","The first time each run you encounter a piece of ice, place 1 power counter on this resource. trash: Derez the ice you are encountering if its strength is equal to or less than the number of hosted power counters. Take 1 tag.","""Baklan"" Bochkin","The first time each run you encounter a piece of ice, place 1 power counter on this resource.
[trash]<strong>:</strong> Derez the ice you are encountering if its strength is equal to or less than the number of hosted power counters. Take 1 tag.","""Baklan"" Bochkin","resource",TRUE,NA,2,NA,NA,NA,NA,NA
"1745","26018",3,"criminal",5,"""...but I am without compare.""","Wyn Lacabra",NA,"Connection - Ritzy",NA,"df",18,3,"runner","When your discard phase ends, if you installed this resource this turn, draw 4 cards. Interrupt -> The first time each turn you would draw any number of cards, look at the top X cards of your stack. Add 1 of those cards to the bottom of your stack. X is equal to the number of cards you will draw plus 1.","The Class Act","When your discard phase ends, if you installed this resource this turn, draw 4 cards.
[interrupt] → The first time each turn you would draw any number of cards, look at the top X cards of your stack. Add 1 of those cards to the bottom of your stack. X is equal to the number of cards you will draw plus 1.","The Class Act","resource",TRUE,NA,4,NA,NA,NA,NA,NA
"1746","26019",1,"shaper",0,NA,"Luminita Pham",15,"Natural",45,"df",19,1,"runner","When your turn ends, if you have the same number of cards in your grip as the Corp has in HQ, you may draw 1 card.","Lat: Ethical Freelancer","When your turn ends, if you have the same number of cards in your grip as the Corp has in HQ, you may draw 1 card.","Lat: Ethical Freelancer","identity",FALSE,1,NA,NA,NA,NA,NA,NA
"1747","26020",3,"shaper",4,"Do you know how many food deliveries I've missed this week?","Olie Boldador",NA,"Priority",NA,"df",20,3,"runner","Play only as your first click. Whenever you install a card with a printed install cost of 1 or greater this turn, draw 1 card or gain 1 credit.","In the Groove","Play only as your first [click].
Whenever you install a card with a printed install cost of 1 or greater this turn, draw 1 card or gain 1[credit].","In the Groove","event",FALSE,NA,0,NA,NA,NA,NA,NA
"1748","26021",3,"shaper",2,NA,"Iain Fairclough",NA,"Run",NA,"df",21,3,"runner","Run R&D. If successful, instead of breaching R&D, choose a number greater than 0. For each installed card you have with a printed install cost matching that number, reveal 1 card from the top of R&D (max 6). Access 1 of the revealed cards, then the Corp shuffles R&D.","Khusyuk","Run R&D. If successful, instead of breaching R&D, choose a number greater than 0. For each installed card you have with a printed install cost matching that number, reveal 1 card from the top of R&D (max 6). Access 1 of the revealed cards, then the Corp shuffles R&D.","Khusyuk","event",FALSE,NA,3,NA,NA,NA,NA,NA
"1749","26022",3,"shaper",1,"""There is never a wasted program. Someone, somewhere, will have a use for that code. Even corps are scrambling for quick fixes nowadays.""
-Lat","Krembler",NA,"Job",NA,"df",22,3,"runner","As an additional cost to play this event, trash an installed program. Gain 4 credits and draw 2 cards.","Spec Work","As an additional cost to play this event, trash an installed program.
Gain 4[credit] and draw 2 cards.","Spec Work","event",FALSE,NA,1,NA,NA,NA,NA,NA
"1750","26023",3,"shaper",2,"The Net is boundless, but the right access port is worth a road trip.","Elizaveta Sokolova",NA,"Console",NA,"df",23,3,"runner","+2 mu You have +1 maximum hand size. When your turn ends, if you and the Corp have the same number of credits, you may gain 2 credits. Limit 1 console per player.","Supercorridor","+2[mu]
You have +1 maximum hand size.
When your turn ends, if you and the Corp have the same number of credits, you may gain 2[credit].
Limit 1 <strong>console</strong> per player.","Supercorridor","hardware",TRUE,NA,4,NA,NA,NA,NA,NA
"1751","26024",3,"shaper",2,"It is not knowledge, but the act of learning, not possession, but the act of getting there, which grants the greatest enjoyment.","Iain Fairclough",NA,"Icebreaker - Fracter",NA,"df",24,3,"runner","When you install this program, it gets +3 strength for the remainder of the turn. Interface -> 1 credit: Break 1 barrier subroutine. 2 credits: +2 strength.","Gauss","When you install this program, it gets +3 strength for the remainder of the turn.
Interface → <strong>1[credit]:</strong> Break 1 <strong>barrier</strong> subroutine.
<strong>2[credit]:</strong> +2 strength.","Gauss","program",FALSE,NA,2,1,1,NA,NA,NA
"1752","26025",3,"shaper",3,"It makes sysops see red. And orange, yellow, green...","Iain Fairclough",NA,"Virus",NA,"df",25,3,"runner","When you install this program, place 2 virus counters on it. Hosted virus counter: Choose an ice subtype. The ice you are encountering gains that subtype for the remainder of the encounter. Use this ability only once per turn.","Pelangi","When you install this program, place 2 virus counters on it.
<strong>Hosted virus counter:</strong> Choose an ice subtype. The ice you are encountering gains that subtype for the remainder of the encounter. Use this ability only once per turn.","Pelangi","program",FALSE,NA,1,1,NA,NA,NA,NA
"1753","26026",3,"shaper",1,"""It takes such simple things to sustain us, the most important of which is to be thankful."" -Lat","Jakuza",NA,NA,NA,"df",26,3,"runner","When your turn begins, gain 1 credit.","Rezeki","When your turn begins, gain 1[credit].","Rezeki","program",FALSE,NA,2,1,NA,NA,NA,NA
"1754","26027",3,"shaper",5,"""...then let me paint you a picture.""","Wyn Lacabra",NA,"Connection",NA,"df",27,3,"runner","Use each ability on this resource only once per turn. click: Gain 2 credits. click: Install a program or piece of hardware, paying 1 credit less.","The Artist","Use each ability on this resource only once per turn.
[click]<strong>:</strong> Gain 2[credit].
[click]<strong>:</strong> Install a program or piece of hardware, paying 1[credit] less.","The Artist","resource",TRUE,NA,4,NA,NA,NA,NA,NA
"1755","26028",3,"neutral-runner",1,"Get into the ducts on the roof and keep crawling till you hit that old network root. Dirty work, I know, but it beats playing by the rules.","Olie Boldador",NA,"Run",NA,"df",28,3,"runner","While you are resolving this event, each player's identity loses all abilities. Run any server. When that run ends, you may shuffle this event into your stack.","Direct Access","While you are resolving this event, each player's identity loses all abilities.
Run any server. When that run ends, you may shuffle this event into your stack.","Direct Access","event",FALSE,NA,1,NA,NA,NA,NA,NA
"1756","26029",3,"neutral-runner",0,"I didn't say your hopper should be hauling garbage. I said it should be hauled away <em>as</em> garbage.","Krembler",NA,NA,NA,"df",29,3,"runner","Add an installed program or piece of hardware to your grip. If you do, you may install a program or piece of hardware, paying X credits less. X is equal to the printed install cost of the uninstalled card.","Rejig","Add an installed program or piece of hardware to your grip. If you do, you may install a program or piece of hardware, paying X[credit] less. X is equal to the printed install cost of the uninstalled card.","Rejig","event",FALSE,NA,0,NA,NA,NA,NA,NA
"1757","26030",3,"neutral-runner",1,"""Corporations are made of people; just normal people doing their 6-to-6. The right truths, the right critique, and they can be redeemed."" -Lat","Olie Boldador",NA,"Connection",NA,"df",30,3,"runner","Whenever you make a successful run, you may trash this resource to name an agenda. The next time this run you access a copy of the named agenda, steal it, ignoring all costs. (You are no longer accessing it.)","Whistleblower","Whenever you make a successful run, you may trash this resource to name an agenda. The next time this run you access a copy of the named agenda, steal it, ignoring all costs. <em>(You are no longer accessing it.)</em>","Whistleblower","resource",TRUE,NA,2,NA,NA,NA,NA,NA
"1758","26031",1,"haas-bioroid",0,NA,"Kira L. Nguyen",15,"Division",45,"df",31,1,"corp","If the first, second, and third actions you take on your turn are different from each other, when the third completes, you may gain 1 credit or take another different action, paying 1click less.","MirrorMorph: Endless Iteration","If the first, second, and third actions you take on your turn are different from each other, when the third completes, you may gain 1[credit] or take another different action, paying 1[click] less.","MirrorMorph: Endless Iteration","identity",FALSE,NA,NA,NA,NA,NA,NA,NA
"1759","26032",3,"haas-bioroid",0,"""Early success should be rewarded, as it will encourage a culture of drive and competition.""
-Corporate Leadership for Dummies","Krembler",NA,"Research",NA,"df",32,3,"corp","When you score this agenda, look at the top 5 cards of R&D. You may install and rez 1 of those cards, ignoring all costs.","Architect Deployment Test","When you score this agenda, look at the top 5 cards of R&D. You may install and rez 1 of those cards, ignoring all costs.","Architect Deployment Test","agenda",FALSE,NA,NA,NA,NA,4,2,NA
"1760","26033",3,"haas-bioroid",1,"Unit is holding .78 asimovs of stress potential in all three directive logic traps. Psychiatric session mandated during next maintenance cycle.","Kira L. Nguyen",NA,"Bioroid",NA,"df",33,3,"corp","click: Draw 2 cards. Use this ability only once per turn. When the Runner trashes this asset, you may draw 2 cards.","Calvin B4L3Y","[click]<strong>:</strong> Draw 2 cards. Use this ability only once per turn.
When the Runner trashes this asset, you may draw 2 cards.","Calvin B4L3Y","asset",TRUE,NA,0,NA,NA,NA,NA,3
"1761","26034",3,"haas-bioroid",2,"At the scale where nanobots cut glass, quantum mechanics dictate error. A silicon atom here, an oxygen there, an erbium out of place. Each bioroid is born unique.","Krembler",NA,NA,NA,"df",34,3,"corp","click: Gain 2 credits. Use this ability only once per turn. When the Runner trashes this asset, you may gain 2 credits.","Nanoetching Matrix","[click]<strong>:</strong> Gain 2[credit]. Use this ability only once per turn.
When the Runner trashes this asset, you may gain 2[credit].","Nanoetching Matrix","asset",FALSE,NA,0,NA,NA,NA,NA,3
"1762","26035",3,"haas-bioroid",3,"Old warriors have seen all the tricks; be forthright or fail.","Krembler",NA,"Barrier - Destroyer",NA,"df",35,3,"corp","This ice has -1 strength for each installed icebreaker. Subroutine Trash 1 program that is not a decoder, fracter, or killer. Subroutine End the run.","Hagen","This ice has -1 strength for each installed <strong>icebreaker</strong>.
[subroutine] Trash 1 program that is not a <strong>decoder</strong>, <strong>fracter</strong>, or <strong>killer</strong>.
[subroutine] End the run.","Hagen","ice",FALSE,NA,4,NA,6,NA,NA,NA
"1763","26036",3,"haas-bioroid",3,"Haas' unsecured servers were fortified just before the storm. Are their bioroid oracles that good, or were they tipped off?","Krembler",NA,NA,NA,"df",36,3,"corp","Gain 2 credits or draw 2 cards. Repeat this process for each remote server that has a card in its root and is protected by ice.","Fully Operational","Gain 2[credit] or draw 2 cards. Repeat this process for each remote server that has a card in its root and is protected by ice.","Fully Operational","operation",FALSE,NA,1,NA,NA,NA,NA,NA
"1764","26037",3,"haas-bioroid",2,"Not all secrets lie in vaults.","Krembler",NA,"Transaction",NA,"df",37,3,"corp","Resolve two of the following in any order: * Draw 2 cards. * Gain 2 credits. * Install up to 1 non-agenda card. * Gain click.","Red Level Clearance","Resolve two of the following in any order:<ul><li>Draw 2 cards.</li><li>Gain 2[credit].</li><li>Install up to 1 non-agenda card.</li><li>Gain [click].</li></ul>","Red Level Clearance","operation",FALSE,NA,1,NA,NA,NA,NA,NA
"1765","26038",3,"haas-bioroid",3,"The Net abhors a vacuum. Any unexplained gap must be <em>made.</em>","Krembler",NA,"Facility",NA,"df",38,3,"corp","click: Place 1 power counter on this upgrade. As an additional cost to run this server, the Runner must spend 1click and 1 credit for each hosted power counter. When your turn begins, remove all hosted power counters.","Cold Site Server","[click]<strong>:</strong> Place 1 power counter on this upgrade.
As an additional cost to run this server, the Runner must spend 1[click] and 1[credit] for each hosted power counter.
When your turn begins, remove all hosted power counters.","Cold Site Server","upgrade",FALSE,NA,0,NA,NA,NA,NA,3
"1766","26039",1,"jinteki",0,"No Stone Unturned.","Emilio Rodríguez",15,"Division",45,"df",39,1,"corp","The first time each turn you reveal a card, gain 1 credit. click: Reveal a card from the grip at random or the top card of the stack.","Hyoubu Institute: Absolute Clarity","The first time each turn you reveal a card, gain 1[credit].
[click]<strong>:</strong> Reveal a card from the grip at random or the top card of the stack.","Hyoubu Institute: Absolute Clarity","identity",FALSE,NA,NA,NA,NA,NA,NA,NA
"1767","26040",3,"jinteki",0,NA,"Krembler",NA,"Research",NA,"df",40,3,"corp","When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3. Hosted agenda counter: Swap 1 card from HQ with 1 card in the root of or protecting the attacked server. The Runner may jack out. Use this ability only during a run.","Project Yagi-Uda","When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3.
<strong>Hosted agenda counter:</strong> Swap 1 card from HQ with 1 card in the root of or protecting the attacked server. The Runner may jack out. Use this ability only during a run.","Project Yagi-Uda","agenda",FALSE,NA,NA,NA,NA,3,2,NA
"1768","26041",3,"jinteki",0,"""'It is my nature,' said the scorpion.""
-Conceptual Frameworks in Bio-Ethics and Synthetic Morality, Moser University Press","Krembler",NA,"Ambush",NA,"df",41,3,"corp","When a player scores or steals this agenda, do X net damage. X is equal to the number of copies of Sting! in the other player's score area plus 1.","Sting!","When a player scores or steals this agenda, do X net damage. X is equal to the number of copies of Sting! in the other player's score area plus 1.","Sting!","agenda",FALSE,NA,NA,NA,NA,3,1,NA
"1769","26042",3,"jinteki",1,"Hyoubu is our vanguard in the battle for hearts and minds.","Krembler, Iain Fairclough",NA,"Facility",NA,"df",42,3,"corp","When your turn begins, reveal the top card of R&D and gain 2 credits.","Public Health Portal","When your turn begins, reveal the top card of R&D and gain 2[credit].","Public Health Portal","asset",FALSE,NA,3,NA,NA,NA,NA,2
"1770","26043",3,"jinteki",2,"""Memory is a tangle of emotional threads. Pull one, it twists a second, unravels a third!"" -Letheia Nisei","Krembler",NA,"Hostile",NA,"df",43,3,"corp","The first time each turn you trash (from any location) a card that matches the faction of the Runner's identity, place 1 power counter on this asset. click, hosted power counter: Do 1 net damage.","Storgotic Resonator","The first time each turn you trash <em>(from any location)</em> a card that matches the faction of the Runner's identity, place 1 power counter on this asset.
[click]<strong>, hosted power counter:</strong> Do 1 net damage.","Storgotic Resonator","asset",TRUE,NA,2,NA,NA,NA,NA,2
"1771","26044",3,"jinteki",3,NA,"Krembler",NA,"Sentry - AP - Observer",NA,"df",44,3,"corp","When the Runner encounters this ice, choose a card type. For the remainder of the encounter, whenever you trash a card of that type with net damage from a subroutine on this ice, do 1 net damage. Subroutine Do 1 net damage. Subroutine Do 1 net damage. Subroutine Do 1 net damage.","Saisentan","When the Runner encounters this ice, choose a card type. For the remainder of the encounter, whenever you trash a card of that type with net damage from a subroutine on this ice, do 1 net damage.
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage.","Saisentan","ice",FALSE,NA,5,NA,2,NA,NA,NA
"1772","26045",3,"jinteki",4,NA,"Krembler",NA,"Terminal - Gray Ops",NA,"df",45,3,"corp","After you resolve this operation, your action phase ends. Play only if the Runner has 3 or more agenda points and they made a successful run during their last turn. Name a card, then do 1 net damage. If you trash a copy of the named card, repeat this process.","Complete Image","After you resolve this operation, your action phase ends.
Play only if the Runner has 3 or more agenda points and they made a successful run during their last turn.
Name a card, then do 1 net damage. If you trash a copy of the named card, repeat this process.","Complete Image","operation",FALSE,NA,4,NA,NA,NA,NA,2
"1773","26046",3,"jinteki",3,NA,"Diana Simonova (Antheia Vaulor)",NA,"Psi - Clone",NA,"df",46,3,"corp","The first time each run the Runner approaches this server, you and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits, you may trash this upgrade. If you do, the Runner moves to the outermost position of this server. The Runner may jack out.","Letheia Nisei","The first time each run the Runner approaches this server, you and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, you may trash this upgrade. If you do, the Runner moves to the outermost position of this server. The Runner may jack out.","Letheia Nisei","upgrade",TRUE,NA,1,NA,NA,NA,NA,2
"1774","26047",3,"nbn",0,"Scrub-loving devs nerfed cannon rushes cause whiny bronzers complained. Left me four wins down in finals.
Anyway I won.","Deivis Goetten",NA,"Expansion",NA,"df",47,3,"corp","When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: Place 1 advancement token on an installed card.","Remastered Edition","When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter:</strong> Place 1 advancement token on an installed card.","Remastered Edition","agenda",FALSE,NA,NA,NA,NA,4,2,NA
"1775","26048",3,"nbn",3,NA,"Krembler",NA,NA,NA,"df",48,3,"corp","Rez only during your action phase. Whenever the Runner makes a successful run on this server, they gain 2 credits. When your turn begins, gain 3 credits if the Runner did not make any successful runs on this server during their last turn.","Daily Quest","Rez only during your action phase.
Whenever the Runner makes a successful run on this server, they gain 2[credit].
When your turn begins, gain 3[credit] if the Runner did not make any successful runs on this server during their last turn.","Daily Quest","asset",FALSE,NA,1,NA,NA,NA,NA,3
"1776","26049",3,"nbn",1,"Subscribe for 12 months to get that premium uplink you <em>need</em> to blaze ahead of the crowd!","N. Hopkins",NA,"Advertisement",NA,"df",49,3,"corp","The first time each turn a run begins, gain 1 credit.","Tiered Subscription","The first time each turn a run begins, gain 1[credit].","Tiered Subscription","asset",FALSE,NA,0,NA,NA,NA,NA,3
"1777","26050",3,"nbn",2,"You are the ONE BILLIONTH visitor!","NtscapeNavigator",NA,"Code Gate - Advertisement",NA,"df",50,3,"corp","When the Runner passes this ice, gain 1 credit. Subroutine Gain 2 credits. The Runner gains 1 credit.","Congratulations!","When the Runner passes this ice, gain 1[credit].
[subroutine]Gain 2[credit]. The Runner gains 1[credit].","Congratulations!","ice",FALSE,NA,1,NA,3,NA,NA,NA
